dataset,run,record_id,title,reason,category,notes
Nagtegaal_2019,B,1076,Information technology for patient safety,Broad discussion of IT for patient safety; not specifically about nudges or an experiment.,FN-DESIGN,
Nagtegaal_2019,B,425,Computed critiquing integrated into daily clinical practice affects physicians' behavior--a randomized clinical trial with AsthmaCritic,"Critiquing system integrated into EMR is a decision support intervention, not a nudge per taxonomy; unclear if soft steering.",FN-DEF,
Nagtegaal_2019,B,995,Implementing guidelines on the prevention of opportunistic infections in inflammatory bowel disease,Screening tool implementation for IBD guidelines; unclear if nudge or experimental comparison design.,FN-DEF,
Nagtegaal_2019,B,1666,Standard operating procedure changed pre-hospital critical care anaesthesiologists' behaviour: a quality control study,"Quality control study of standard operating procedure; not a nudge per taxonomy, not randomized experiment.",FN-DEF,
Nagtegaal_2019,B,2,Effect of a clinical pharmacy service on lipid control in patients with peripheral arterial disease.,"Clinical pharmacy service for lipid control; intervention is algorithmic management, not a nudge experiment targeting evidence-based behaviour.",FN-DEF,
Nagtegaal_2019,B,1752,The development of an intervention to promote adherence to national guidelines for suspected viral encephalitis.,Describes development of intervention for viral encephalitis guidelines; not an experimental nudge study.,FN-DESIGN,
Nagtegaal_2019,B,1114,Interventions to modify health care provider adherence to asthma guidelines: a systematic review,Systematic review of interventions to improve asthma guideline adherence; systematic reviews are excluded per criteria.,FN-DESIGN,
Nagtegaal_2019,B,555,Do decision support systems influence variation in prescription?,"Focuses on decision support systems and prescription variation; unclear if nudge taxonomy applies, not clearly experimental nudge study.",FN-DEF,
Nagtegaal_2019,B,559,Do pediatricians apply the 2009 NASPGHAN-ESPGHAN guidelines for the diagnosis and management of gastroesophageal reflux after being trained?,Survey/training study on guideline adherence; unclear if nudge experiment with comparison.,FN-DEF,
Nagtegaal_2019,B,2019,A Systematic Scoping Review of the Choice Architecture Movement: Toward Understanding When and Why Nudges Work,,FN-OTHER,
Nagtegaal_2019,B,420,Complex pharmaceutical care intervention in pulmonary care: part A. The process and pharmacists' professional satisfaction.,"Pharmaceutical care intervention for patients, not a nudge targeting professionals' behaviour experimentally.",FN-POP,
Nagtegaal_2019,B,1454,Printed educational materials: effects on professional practice and health care outcomes,"Systematic review of printed educational materials, not a nudge experiment.",FN-DESIGN,
Nagtegaal_2019,B,1973,Variations in GPs' decisions to investigate suspected lung cancer: a factorial experiment using multimedia vignettes,"Factorial experiment on GPs' lung cancer investigation decisions; examines patient characteristics, not nudges.",FN-DEF,
Nagtegaal_2019,B,1857,The systematic influence of gain-and loss-framed messages on interest in and use of different types of health behavior,"Framing messages targeting health behaviors, not healthcare professionals or evidence-based medicine.",FN-POP,
Nagtegaal_2019,B,951,Impact of a multifaceted intervention on nurses' and physicians' attitudes and behaviors toward family presence during resuscitation,"Multifaceted intervention on family presence attitudes/behaviors, not a nudge promoting evidence-based medicine.",FN-DEF,
Nagtegaal_2019,B,413,Comparison of strategies to reduce meticillin-resistant Staphylococcus aureus rates in surgical patients: a controlled multicentre intervention trial.,"Compares hand hygiene vs MRSA screening strategies, not soft-steering nudges per taxonomy.",FN-DEF,
Nagtegaal_2019,B,1678,Structured smoking cessation training for health professionals on cardiology wards: a prospective study,"Structured smoking cessation training with SOPs; educational/systems intervention, not a nudge.",FN-DEF,
Nagtegaal_2019,B,499,Design of high reliability organizations in health care,"Discusses high reliability organizational design, not nudges or an experiment.",FN-DEF,
Nagtegaal_2019,B,1210,Medical admission order sets to improve deep vein thrombosis prophylaxis rates and other outcomes,"Order sets intervention, not a nudge per taxonomy; unclear experiment details.",FN-DEF,
Nagtegaal_2019,B,193,Applying Choice Architecture Principles to Understand HIV Testing: Findings From Malawi and Zimbabwe,"Choice architecture for HIV testing targets patients/public, not healthcare professionals.",FN-POP,
Nagtegaal_2019,B,424,Comprehensive asthma management for underserved children,"Community asthma program description, not a nudge experiment on evidence-based medicine.",FN-DEF,
Nagtegaal_2019,B,644,Effectiveness of an Intervention to Enhance Occupational Physicians' Guideline Adherence on Sickness Absence Duration in Workers with Common Mental Disorders: A Cluster-Randomized Controlled Trial,Cluster-RCT on guideline adherence intervention but not described as a nudge/soft steering intervention.,FN-DEF,
Nagtegaal_2019,B,822,Framing options as choice or opportunity: does the frame influence decisions?,"Targets healthy women/patients, not healthcare professionals; about trial participation framing, not EBM nudges.",FN-POP,
Nagtegaal_2019,B,947,Impact of a computerized clinical decision support system on reducing inappropriate antimicrobial use: a randomized controlled trial.,Computerized clinical decision support system RCT; decision support is not a soft nudge per taxonomy.,FN-DEF,
Nagtegaal_2019,B,1013,Improving antibiotic prescribing for adults with community acquired pneumonia: Does a computerised decision support system achieve more than academic detailing alone?--A time series analysis,"Tests academic detailing and CDSS on prescribing, but these are not nudges per soft-steering taxonomy.",FN-DEF,
Nagtegaal_2019,B,1057,Improving the success of mailed letter intervention programs to influence prescribing behaviors: a review,Review of mailed letter educational interventions on prescribing; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,B,376,Cluster randomized trial of a multilevel evidence-based quality improvement approach to tailoring VA Patient Aligned Care Teams to the needs of women Veterans,Quality improvement team-based care redesign for women Veterans; not a nudge intervention.,FN-DEF,
Nagtegaal_2019,B,1181,Management for Physicians: An Annotated Bibliography of Recent Literature,Annotated bibliography on management for physicians; not a nudge experiment on evidence-based medicine.,FN-DEF,
Nagtegaal_2019,B,994,Implementing guidelines for depression on antidepressant prescribing in general practice: a quasi-experimental evaluation,"Quasi-experimental evaluation of guideline implementation on antidepressant prescribing, but no nudge intervention described.",FN-DEF,
Nagtegaal_2019,B,1028,Improving empiric antibiotic selection using computer decision support.,"Computer decision support for antibiotic selection, not a nudge per taxonomy; targets physicians but unclear nudge framing.",FN-DEF,
Nagtegaal_2019,B,532,"Development, implementation, and evaluation of a community pharmacy-based asthma care model","Community pharmacy asthma care program evaluation, not a nudge intervention promoting evidence-based medicine.",FN-DEF,
Nagtegaal_2019,B,1362,Performance of the TREAT decision support system in an environment with a low prevalence of resistant pathogens.,"Retrospective evaluation of decision support system for antimicrobial therapy, not a nudge experiment.",FN-DESIGN,
Nagtegaal_2019,B,1330,Overdiagnosis and overtreatment as a quality problem: insights from healthcare improvement research,"No abstract; topic on overdiagnosis quality problem, not nudges or experiments.",FN-ABS,
Nagtegaal_2019,B,1113,Interventions to increase the use of electronic health information by healthcare practitioners to improve clinical practice and patient outcomes,"Cochrane review of interventions to increase EHI use; systematic review, not an experiment testing nudges.",FN-DESIGN,
Nagtegaal_2019,B,45,A controlled trial of web-based diabetes disease management.,Web-based decision support tool for diabetes management; decision support not classified as nudge soft steering.,FN-DEF,
Nagtegaal_2019,B,1786,The employment of ward opinion leaders for continuing education in the hospital.,Opinion leader education intervention for catheter care; education/social influence not classified as nudge per taxonomy.,FN-DEF,
Nagtegaal_2019,B,109,A tailored intervention to implement guideline recommendations for elderly patients with depression in primary care: a pragmatic cluster randomised trial,Tailored implementation intervention for depression guidelines; tailored implementation not classified as nudge soft steering.,FN-DEF,
Nagtegaal_2019,B,1,"A prospective, controlled trial of a pharmacy-driven alert system to increase thromboprophylaxis rates in medical inpatients.",Pharmacy-driven alert system for thromboprophylaxis; alert may be nudge but unclear soft steering.,FN-DEF,
Nagtegaal_2019,B,1859,The tools of an evidence-based culture: implementing clinical-practice guidelines in an Israeli HMO,Program for implementing CPGs in HMO; unclear if nudge-based experiment with comparison.,FN-DEF,
Nagtegaal_2019,B,1483,Prospective comparative study of computer programs used for management of warfarin.,Compares computer dosing systems for warfarin; not a nudge intervention per taxonomy.,FN-DEF,
Nagtegaal_2019,B,245,Behavioral economics and physician compensation—promise and challenges.,No abstract; unclear direct connection to nudges promoting evidence-based medicine experiments.,FN-ABS,
Nagtegaal_2019,B,1900,Translating Clinical Research into Clinical Practice: Impact of Using Prediction Rules To Make Decisions,Review of prediction rules impact analysis; not an experiment testing nudges.,FN-DESIGN,
Nagtegaal_2019,B,1760,The effect of adding Pap smear information to a mammography reminder system in an HMO: results of randomized controlled trial.,"Reminders target women patients for screening, not healthcare professionals.",FN-POP,
Nagtegaal_2019,B,1152,Lessons from a randomized controlled trial designed to evaluate computer decision support software to improve the management of asthma,RCT of computer decision support software for asthma; decision support not classified as nudge.,FN-DEF,
Nagtegaal_2019,B,905,Heterogeneous effect of an Emergency Department Expert Charting System,"Interrupted time-series of expert charting system with guideline advice; decision support, not a nudge.",FN-DEF,
Nagtegaal_2019,B,1088,"Integrating ""Back to Sleep"" recommendations into neonatal ICU practice","Quality improvement project on safe sleep positioning in NICU, not a nudge experiment targeting evidence-based medicine via soft steering.",FN-DEF,
Nagtegaal_2019,B,503,Designing a valid randomized pragmatic primary care implementation trial: the my own health report (MOHR) project,"Focuses on patient-reported health information collection in primary care, not nudges targeting healthcare professionals for evidence-based medicine.",FN-POP,
Nagtegaal_2019,B,984,Implementation of the Tobacco Tactics intervention versus usual care in Trinity Health community hospitals,"Implementation of tobacco cessation intervention, not a nudge targeting evidence-based medicine adherence.",FN-DEF,
Nagtegaal_2019,B,384,Cognitive debiasing 2: impediments to and strategies for change,"Review of cognitive debiasing strategies, not an experimental nudge study on evidence-based medicine.",FN-DESIGN,
Nagtegaal_2019,B,1206,Measuring persistence of implementation: QUERI Series,Discusses implementation sustainability conceptually; not an experiment testing nudges on professionals.,FN-DESIGN,
Nagtegaal_2019,B,857,Guideline implementation: what the literature doesn't tell us,Literature review of guideline implementation; not an experiment testing nudges.,FN-DESIGN,
Nagtegaal_2019,B,86,A randomized trial of the effectiveness of on-demand versus computer-triggered drug decision support in primary care.,"Compares on-demand vs computer-triggered drug decision support alerts; decision support, not a nudge.",FN-DEF,
Nagtegaal_2019,B,1442,Primary care guidelines on consultation practices: the effectiveness of computerized versus paperbased versions. A cluster randomized controlled trial among newly qualified primary care physicians.,"Compares computerized vs paper-based guidelines; format comparison, not a nudge intervention.",FN-DEF,
Nagtegaal_2019,B,806,Feasibility and impact of a computerised clinical decision support system on investigation and initial management of new onset chest pain: a mixed methods study,"CDSS for chest pain management; decision support system, not a nudge per taxonomy, unclear experimental comparison.",FN-DEF,
Nagtegaal_2019,B,1016,"Improving asthma-related health outcomes among low-income, multiethnic, school-aged children: results of a demonstration project that combined continuous quality improvement and community health worker strategies",Quality improvement and community health worker strategies; not a nudge intervention.,FN-DEF,
Nagtegaal_2019,B,1115,Interventions to promote the evidence-based care of children with ADHD in primary-care settings,"Focuses on ADHD care interventions broadly, not specifically nudges per taxonomy; likely not a nudge experiment.",FN-DEF,
Nagtegaal_2019,B,1622,Screening Surgeons for HIV Infection: A Cost-effectiveness Analysis,"Cost-effectiveness analysis of HIV screening policy, not an experiment testing nudges on professional behaviour.",FN-DESIGN,
Nagtegaal_2019,B,1018,"Improving blood pressure control through provider education, provider alerts, and patient education: a cluster randomized trial.","Cluster RCT on provider education, alerts, and patient education; interventions are not soft nudges per taxonomy.",FN-DEF,
Nagtegaal_2019,B,164,An electronic medical record-based intervention to improve quality of care for gastro-esophageal reflux disease (GERD) and atypical presentations of GERD.,"RCT on EMR intervention for GERD quality of care, but no evidence of nudge taxonomy-based intervention.",FN-DEF,
Nagtegaal_2019,B,1139,Knowledge translation of the American College of Emergency Physicians' clinical policy on syncope using computerized clinical decision support,CDSS pre-post intervention for syncope guideline adherence; not described as a nudge per taxonomy.,FN-DEF,
Nagtegaal_2019,B,434,Computerized decision support based on a clinical practice guideline improves compliance with care standards,Computerized decision support for guideline compliance; not framed as nudge per taxonomy.,FN-DEF,
Nagtegaal_2019,B,1022,Improving clinical handover between intensive care unit and general ward professionals at intensive care unit discharge.,"Systematic review of handover interventions, not a nudge experiment and not on evidence-based medicine adherence.",FN-DESIGN,
Nagtegaal_2019,B,1333,Paediatric nurses' postoperative pain management practices in hospital based non-critical care settings: a narrative review,"Narrative review of paediatric nurses' pain management practices, not a nudge experiment.",FN-DESIGN,
Nagtegaal_2019,B,608,Effect of Clinical Decision-Support Systems: a systematic review,"Systematic review of clinical decision-support systems, not a nudge experiment.",FN-DESIGN,
Nagtegaal_2019,B,221,Audit and feedback as a clinical practice guideline implementation strategy: a model for acute care nurse practitioners,"Audit and feedback implementation strategy, not a nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,1207,Measuring the effectiveness of a collaborative for quality improvement in pediatric asthma care: does implementing the chronic care model improve processes and outcomes of care?,Quality improvement collaborative for asthma care; not a nudge intervention targeting professionals.,FN-DEF,
Nagtegaal_2019,B,962,Impact of feedback and didactic sessions on the reporting behavior of upper endoscopic findings by physicians and nurses,Education and feedback intervention on reporting behavior; not classified as a nudge experiment.,FN-DEF,
Nagtegaal_2019,B,375,Cluster randomized trial of a multifaceted primary care decision-support intervention for inherited breast cancer risk.,"Multifaceted decision-support intervention, not a nudge per taxonomy; targets GP confidence not behaviour change via soft steering.",FN-DEF,
Nagtegaal_2019,B,80,A randomized outpatient trial of a decision-support information technology tool.,"Decision-support information technology tool, not a nudge intervention; no evidence of soft steering per nudge taxonomy.",FN-DEF,
Nagtegaal_2019,B,1445,Primary care provider attitudes are associated with smoking cessation counseling and referral,"Postintervention analysis of attitudes, not a nudge experiment testing soft steering interventions.",FN-DEF,
Nagtegaal_2019,B,1751,The development of an intervention to promote adherence to national guidelines for suspected viral encephalitis,"Describes development of intervention, not an experiment comparing interventions or testing nudges.",FN-DESIGN,
Nagtegaal_2019,B,657,Effectiveness of pharmacist care for patients with reactive airways disease: a randomized controlled trial.,Pharmacist care program for asthma/COPD patients; not a nudge intervention targeting evidence-based medicine adherence.,FN-POP,
Nagtegaal_2019,B,1763,The effect of external feedback on the management of medicare inpatients with congestive heart failure,Feedback strategies to improve CHF guideline adherence; feedback is not classified as a nudge.,FN-DEF,
Nagtegaal_2019,B,701,Electronic prescribing increases uptake of clinical pharmacologists' recommendations in the hospital setting.,"Electronic prescribing study, not a nudge intervention; focuses on system change not soft steering.",FN-DEF,
Nagtegaal_2019,B,964,Impact of introduction of rapid diagnostic tests for malaria on antibiotic prescribing: analysis of observational and randomised studies in public and private healthcare settings,Analysis of rapid diagnostic tests impact on antibiotic prescribing; not a nudge intervention per taxonomy.,FN-DEF,
Nagtegaal_2019,B,1904,Translation of appropriateness criteria into practice guidelines: application of decision table techniques to the RAND criteria for coronary artery bypass graft.,About translating appropriateness criteria into guidelines using decision tables; not a nudge experiment.,FN-DEF,
Nagtegaal_2019,B,622,Effect of physician recommendation and patient adherence on rates of colorectal cancer testing.,Observational study of physician recommendation and patient adherence; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,B,1551,Redesigning the ‘choice architecture’of hospital prescription charts: a mixed methods study incorporating in situ simulation testing.,Prescription chart redesign is a nudge-like intervention but not clearly an experiment comparing interventions on professionals.,FN-DEF,
Nagtegaal_2019,B,1200,Massachusetts General Physicians Organization’s quality incentive program produces encouraging results,"Quality incentive program for salaried physicians; financial incentives, not soft nudge steering.",FN-DEF,
Nagtegaal_2019,B,520,Development and implementation of a program to assess medical patients’ need for venous thromboembolism prophylaxis,Describes program implementation for VTE prophylaxis; no nudge taxonomy or experimental comparison of interventions described.,FN-DEF,
Nagtegaal_2019,B,526,Development of a minimization instrument for allocation of a hospital-level performance improvement intervention to reduce waiting times in Ontario emergency departments,About minimization instrument for allocating hospital-level intervention; not a nudge experiment targeting professional behaviour.,FN-DEF,
Nagtegaal_2019,B,1233,Minimizing errors of omission: behavioural reenforcement of heparin to avert venous emboli: the BEHAVE study,Prospective observational study using multiple methods; not a nudge experiment with intervention comparison.,FN-DESIGN,
Nagtegaal_2019,B,957,Impact of computerized decision support on blood pressure management and control: a randomized controlled trial.,"Computerized decision support, not a nudge per Munscher taxonomy; focuses on CDS effectiveness.",FN-DEF,
Nagtegaal_2019,B,1291,Nudging to prudence? The effect of reminders on antibiotics prescriptions.,"Reminders targeted at primary care patients, not healthcare professionals.",FN-POP,
Nagtegaal_2019,B,977,"Implementation of clinical guidelines through an electronic medical record: physician usage, satisfaction and assessment","Describes physician usage and satisfaction of EMR guidelines, not a nudge experiment.",FN-DEF,
Nagtegaal_2019,B,1946,Use of a computer to detect and respond to clinical events: its effect on clinician behavior.,"Computerized event detection suggesting responses; decision support, not a nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,435,"Computerized decision support for medication dosing in renal insufficiency: a randomized, controlled trial.",Computerized decision support is not a nudge per taxonomy; it's a decision support system.,FN-DEF,
Nagtegaal_2019,B,563,Does a joint development and dissemination of multidisciplinary guidelines improve prescribing behaviour: a pre/post study with concurrent control group and a randomised trial.,"Guideline dissemination strategy, not a nudge intervention; focuses on prescribing volume.",FN-DEF,
Nagtegaal_2019,B,639,Effectiveness of a prospective physician self-audit transfusion-monitoring system.,"Self-audit transfusion monitoring system; audit/feedback, not a nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,385,Cognitive debiasing through sparklines in clinical data displays,Concept piece on sparklines for cognitive debiasing; not an experimental nudge study.,FN-DESIGN,
Nagtegaal_2019,B,765,Evaluation of internet-based clinical decision support systems.,"Evaluation of internet-based clinical decision support systems, not specifically nudges per taxonomy.",FN-DEF,
Nagtegaal_2019,B,415,Comparison of three methods of recalling patients for influenza vaccination.,"Targets elderly patients for vaccination reminders, not healthcare professionals.",FN-POP,
Nagtegaal_2019,B,62,A patient-initiated system for preventive health care.,"Patient-initiated computer system targeting patients to improve screening, not healthcare professionals.",FN-POP,
Nagtegaal_2019,B,1846,The role of GPs in increasing compliance to colorectal cancer screening: a randomised controlled trial (Italy),"Focuses on GP role in patient compliance with colorectal screening, not nudges applied to professionals.",FN-DEF,
Nagtegaal_2019,B,156,An administrative intervention to improve the utilization of laboratory tests within a university hospital,Administrative and educational intervention to reduce lab tests; not a soft-steering nudge experiment.,FN-DEF,
Nagtegaal_2019,B,1492,Protocol processing system (ProtoVIEW) to support residents at the emergency ward.,"Protocol processing system evaluation for residents; system support, not a nudge intervention experiment.",FN-DEF,
Nagtegaal_2019,B,82,A randomized trial of a computer-based intervention to reduce utilization of redundant laboratory tests,Computerized reminders for redundant lab tests; not a soft nudge per taxonomy.,FN-DEF,
Nagtegaal_2019,B,1942,Usage and effect of health information exchange: a systematic review,Systematic review of health information exchange; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,B,1535,Randomized trial of model predictive control for improved anemia management,,FN-OTHER,
Nagtegaal_2019,B,1966,Using shared goal setting to improve access and equity: a mixed methods study of the Good Goals intervention in children's occupational therapy,,FN-OTHER,
Nagtegaal_2019,B,553,Dissemination of effectiveness and outcomes research,Reviews dissemination of effectiveness research to providers; not an experiment testing nudges.,FN-DESIGN,
Nagtegaal_2019,B,694,Electronic health record decision support and quality of care for children with ADHD.,EHR decision support for ADHD physician care; decision support not classified as nudge soft steering.,FN-DEF,
Nagtegaal_2019,B,25,A centralized cardiovascular risk service to improve guideline adherence in private primary care offices,"Centralized pharmacist service to improve guideline adherence, not a nudge intervention.",FN-DEF,
Nagtegaal_2019,B,1349,Patient and physician reminders to promote colorectal cancer screening: a randomized controlled trial.,"Reminders target patients and physicians for screening; patient-focused, not clearly a nudge on professionals.",FN-POP,
Nagtegaal_2019,B,241,Behavior change without behavior change communication: nudging handwashing among primary school students in Bangladesh.,"Nudges target primary school students, not healthcare professionals.",FN-POP,
Nagtegaal_2019,B,998,Implementing of clinical guidelines using a computer charting system. Effect on the initial care of health care workers exposed to body fluids.,"Computer charting guideline implementation is decision support, not a nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,1109,Interventions that change clinician behaviour: mapping the literature,,FN-OTHER,
Nagtegaal_2019,B,1322,Oral quinolones in hospitalized patients: an evaluation of a computerized decision support intervention.,"Computerized decision support system, not a nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,1003,Improved asthma outcomes using a coordinated care approach in a large medical group.,Disease management program evaluation for asthma; not a nudge experiment targeting professionals.,FN-DEF,
Nagtegaal_2019,B,136,"Adoption, reach, implementation, and maintenance of a behavioral and mental health assessment in primary care",Health risk assessment implementation in primary care; not a nudge intervention.,FN-DEF,
Nagtegaal_2019,B,342,Chronic care model and shared care in diabetes: randomized trial of an electronic decision support system.,,FN-OTHER,
Nagtegaal_2019,B,1032,Improving guideline adherence: a randomized trial evaluating strategies to increase beta-blocker use in heart failure,Guideline adherence trial for beta-blockers; interventions not classified as nudges.,FN-DEF,
Nagtegaal_2019,B,1034,Improving handover from intensive care to ward medical teams with simple changes to paperwork,Paperwork changes for handover; unclear nudge and no explicit experiment comparison.,FN-DEF,
Nagtegaal_2019,B,950,Impact of a multifaceted intervention on cholesterol management in primary care practices: guideline adherence for heart health randomized trial,Multifaceted intervention on cholesterol guideline adherence; not described as a nudge intervention.,FN-DEF,
Nagtegaal_2019,B,1735,The Bold Promise Project: a system change in primary care to support cardiovascular risk screening,System changes in primary care software for cardiovascular screening; not a nudge experiment.,FN-DEF,
Nagtegaal_2019,B,29,A clinic-based mammography intervention targeting inner-city women.,"Targets inner-city women patients for mammography, not healthcare professionals.",FN-POP,
Nagtegaal_2019,B,953,Impact of a web-based antimicrobial approval system on broad-spectrum cephalosporin use at a teaching hospital.,"Web-based antimicrobial approval system is a restrictive/approval intervention, not a soft nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,1259,Multi-screen electronic alerts to augment venous thromboembolism prophylaxis,,FN-OTHER,
Nagtegaal_2019,B,1537,Randomized trial to improve prescribing safety in ambulatory elderly patients.,"Pharmacist alerts on inappropriate prescribing is a randomized trial but intervention is alerting, not clearly a nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,554,Dissemination of Evidence-Based Antipsychotic Prescribing Guidelines to Nursing Homes: A Cluster Randomized Trial,"Guideline dissemination toolkit trial; dissemination/education, not a nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,64,A pilot study of an electronic interprofessional evidence-based care planning tool for clients with mental health problems and addictions,Pilot pre-post study of electronic care planning tool; not clearly a nudge intervention per taxonomy.,FN-DEF,
Nagtegaal_2019,B,990,"Implementing clinical guidelines in the treatment of diabetes mellitus in general practice. Evaluation of effort, process, and patient outcome related to implementation of a computer-based decision support system","CDSS implementation study, not a nudge intervention per taxonomy; decision support not soft steering.",FN-DEF,
Nagtegaal_2019,B,895,Helping doctors and patients make sense of health statistics,"Commentary on health statistics literacy, not an experiment testing nudges on healthcare professionals.",FN-DESIGN,
Nagtegaal_2019,B,790,Exploring the feasibility of Conjoint Analysis as a tool for prioritizing innovations for implementation,"Conjoint analysis for prioritizing innovations, not a nudge experiment targeting evidence-based behaviour.",FN-DEF,
Nagtegaal_2019,B,1749,The demonstration of a theory-based approach to the design of localized patient safety interventions.,Theory-based implementation intervention design; not specifically a nudge experiment targeting evidence-based medicine adherence.,FN-DEF,
Nagtegaal_2019,B,764,Evaluation of computer based clinical decision support system and risk chart for management of hypertension in primary care: randomised controlled trial.,"Clinical decision support system and risk chart for hypertension; not a nudge per taxonomy, targets prescribing indirectly.",FN-DEF,
Nagtegaal_2019,B,70,A Qualitative Evaluation of the Barriers and Facilitators Toward Implementation of the WHO Surgical Safety Checklist Across Hospitals in England: Lessons From the Surgical Checklist Implementation Project,Qualitative evaluation of checklist implementation barriers/facilitators; not an experiment testing nudge interventions.,FN-DESIGN,
Nagtegaal_2019,B,19,"A before-after study using OncoDoc, a guideline-based decision support-system on breast cancer management: impact upon physician prescribing behaviour","Decision support system, not a nudge per taxonomy; no soft steering intervention described.",FN-DEF,
Nagtegaal_2019,B,1031,Improving feedback on junior doctors’ prescribing errors: mixed-methods evaluation of a quality improvement project,"Quality improvement project on prescribing feedback; unclear if nudge-based per taxonomy, mixed-methods evaluation.",FN-DEF,
Nagtegaal_2019,B,1732,The Behavioral Economics of Health and Health Care,Overview of behavioral economics in health care; not an experimental nudge study targeting professionals.,FN-DESIGN,
Nagtegaal_2019,B,461,Cost-effectiveness of a nurse-based intervention (AIMS) to improve adherence among HIV-infected patients: design of a multi-centre randomised controlled trial.,"Intervention targets HIV patients' adherence, not healthcare professionals; not a nudge on professionals.",FN-POP,
Nagtegaal_2019,B,1706,Tailored skills training for practitioners to enhance assessment of prognostic factors for persistent and disabling back pain: four quasi-experimental single-subject studies,"Skills training intervention for physiotherapists; educational model, not a nudge per taxonomy.",FN-DEF,
Nagtegaal_2019,B,412,Comparing the efficacy of staff versus housestaff instruction in an intervention to improve hypertension management,"Academic intervention to improve guideline compliance; educational instruction, not a nudge.",FN-DEF,
Nagtegaal_2019,B,105,A systematic review of clinical decision support systems for antimicrobial management: are we failing to investigate these interventions appropriately?,"Systematic review of clinical decision support systems; review article, not an experiment.",FN-DESIGN,
Nagtegaal_2019,B,278,Bridging the science-to-service gap in schizophrenia care in the Netherlands: the Schizophrenia Quality Improvement Collaborative,"Observational prospective study, not an experiment comparing interventions; quality improvement collaborative.",FN-DESIGN,
Nagtegaal_2019,B,1553,Reducing the amount of blood transfused: a systematic review of behavioral interventions to change physicians' transfusion practices,"Systematic review of behavioral interventions, excluded as overview article.",FN-DESIGN,
Nagtegaal_2019,B,711,Enhancing evidence-based diabetes and chronic disease control among local health departments: a multi-phase dissemination study with a stepped-wedge cluster randomized trial component,Dissemination study of evidence-based programs; not a nudge intervention targeting individual professionals.,FN-DEF,
Nagtegaal_2019,B,457,Cost effectiveness of a clinical decision support system based on the recommendations of the European Society of Cardiology and other societies for the management of hypercholesterolemia: report of a cluster-randomized trial.,CDSS cost-effectiveness trial; decision support system not classified as a nudge soft-steering intervention.,FN-DESIGN,
Nagtegaal_2019,B,1774,The effectiveness of interventions to improve laboratory requesting patterns among primary care physicians: a systematic review,Systematic review of interventions to improve laboratory requesting; not a nudge experiment.,FN-DESIGN,
Nagtegaal_2019,B,1633,"Self-study from web-based and printed guideline materials. A randomized, controlled trial among resident physicians","Compares web-based vs print guideline self-study; educational intervention, not a nudge.",FN-DEF,
Nagtegaal_2019,B,450,Controlled trial of an audit facilitatorin diagnosis and treatment of childhood asthma in general practice.,"Audit facilitator intervention; not clearly a nudge per taxonomy, targets diagnosis/treatment patterns but no nudge framing.",FN-DEF,
Nagtegaal_2019,B,991,Implementing clinical guidelines in the treatment of hypertension in general practice.,"CDSS implementation strategy; decision support system, not a soft-steering nudge intervention.",FN-DEF,
